firstpost_date,content
1426015528,"$GOOG Why 2015 Is Shaping To Be A Promising Year For Google: 
Why 2015 Is Shaping To Be A Promising Year For G... http://t.co/QH5c9bJpWw"
1425354352,"RT @LeonardoZ: Google, Stanford say big data is key to deep learning for drug discovery http://t.co/bEDGunszXL $GOOG"
1426885211,#GOOGLE 'C' : Numero Uno Web Solutions Reports: Google Now Ranks Mobile-Friend... http://t.co/7jmuTbb6H8 $GOOG
1426177758,This game is like 'Family Feud' but with Google searches - Business… http://t.co/NX03HVrRaa #Google $GOOG $GOOGL http://t.co/1dBm9fYLnW
1426836271,".@Sega making bank on #mobile games, working on even more titles #gaming $AAPL, $GOOG http://t.co/jYj7QwVul1 http://t.co/tLFMWiwrzw"
1426091309,"$GOOG Google Inc Opens Up First Google Store In London: 
Google Inc Opens Up First Google Store In London
Valu... http://t.co/3Grr3aO75b"
1426542860,$GOOG - U.S. Cloud Providers Face Backlash From China's Censors http://t.co/9DO1F1YhFN
1426461390,Great talk on the future of the four horsemen of tech $FB $AAPL $AMZN $GOOG http://t.co/NaC2XlRgcL
1426080635,"RT @WSJ: Google opens first Google-branded store, in London: http://t.co/RdnueKsqIJ $GOOG http://t.co/bzaPKNVzmc"
1426551549,"$GOOG Will Retail Stores Make Google Inc. As ""Cool"" As Apple Inc.?: 
Will Retail Stores Make Google Inc. As ""C... http://t.co/Vs4aYSY8wK"
1426182223,"$GOOG Google Inc. Nexus 5 Officially Dropped From Store: 
Google Inc. Nexus 5 Officially Dropped From Store
Bi... http://t.co/UjJrrBaCkT"
1426004296,I had expected @aral to mention not just Google Tango but also Glass as a way for $GOOG to get user-generated #profiling data #webtomorrow
1426525534,"#Secusmart - In #theageoftheplatform, you don't need to be first, but you sure as hell can't be last. See $GOOG, $AAPL, $FB."
1425541542,Google Researchers Make Quantum Computing Components More Reliable -… http://t.co/QFMlqY8QpJ #Google $GOOG $GOOGL http://t.co/GScKOlprXW
1426268141,"$GOOG Google this: Tech giant takes huge portion of Green Water Treatment ...: 
Google this: Tech giant takes ... http://t.co/7N0kMUmPUC"
1425509827,"Mark Zuckerberg says @Facebook doesn't plan on developing a car $FB, $AAPL, $GOOG http://t.co/TYFFU426jO http://t.co/G6475sART0"
1425921233,I'll still take my Chromecast over Apple TV everyday of the week $GOOG $AAPL
1425333805,RT @Benzinga: What Will Twitter Look Like On Google? $GOOG $GOOGL $TWTR http://t.co/ywEagayQ6X http://t.co/pUWXiToqtQ
1425491051,"'FREAK attack' leaves Apple, @Android users vulnerable to attack #infosec $GOOG, $AAPL http://t.co/WOQ4UMitrb http://t.co/Jzx7z1Q6er"
1426808766,$GOOG - Inside the U.S. Antitrust Probe of Google--Update http://t.co/pOIFqO2QUx
1426545678,"$GOOG - Uber CFO Brent Callinicos Steps Down, Memo Says http://t.co/mZRRbPdq0e"
1426268531,".@Google Acquires Facebook Marketing Startup Toro, to join its Mobile team http://t.co/Ie0ewSoOs7 #social #tech $GOOG"
1425266052,HTC’s One M9 is the world’s most beautiful disappointment http://t.co/YD8iVcfN0a via @verge  $AAPL $GOOG #HTCM9
1426687510,"""$MSFT &amp; $EXPE feedback forced EU to seek a better [antitrust settlement] offer [from $GOOG]"" http://t.co/uCu2uaCMJh

...not ""Protectionism"""
1425873989,Gallery: Google turns Mobile World Congress into a big scavenger hunt -… http://t.co/WriUj6DINI #Google $GOOG $GOOGL http://t.co/AzCFmIcIVD
1425830616,An online community that deletes itself once it's indexed by Google -… http://t.co/BdRSj5Ynl2 #Google $GOOG $GOOGL http://t.co/hYU0CpvXWX
1425994293,"""We are not in $AAPL at the moment, but just opened positions in $AMZN &amp; $GOOG."" @wealthofinfo on #PreMarket Prep: http://t.co/el7x54SBmG"
1426023116,A visit to the Great Barrier Reef used as one reason why Google finance boss is retiring: https://t.co/ze83VElolk $GOOG
1426729719,"#GOOGLE 'C' : Patent Application Titled ""Nanoparticle Phoresis"" Published Online http://t.co/E2COnpPQFS $GOOG"
1425454566,“@chessNwine:I analyzed $AAPL $GOOG $TSLA http://t.co/yOmfuKxM3k $SPY/watching recap 3:34pm at a starbuck in Taiwan. http://t.co/GZI2y27k9i
1426619791,"$GOOG - Google Inc. vs. http://t.co/EGZlQ5bw5W: Who Will Win The ""Cold” Cloud Wars? http://t.co/HeL2AUzt8Z"
1426519515,You Can Now Play Google Autocomplete Like a Game of Family Feud - TIME http://t.co/rN8lwFq7Ib #Google $GOOG $GOOGL http://t.co/C2NT6XUKe8
1426648938,#Google develops computer program capable of learning tasks independently http://t.co/jZXPjsYpj0 via @HITCtech $GOOG
1425563232,Google's new Maps API lets developers follow the road for smoother… http://t.co/8TjD89RGYq #Google $GOOG $GOOGL http://t.co/QX5ho0MBsO
1426070786,$GOOG - Wall Street Breakfast: Signs For More Chinese Stimulus? http://t.co/OGwLUvpRIx
1426362186,All the Google Easter eggs worth checking out - CNET http://t.co/Z9XeM2lGqs #Google $GOOG $GOOGL http://t.co/wDajfPOPmT
1426543454,"$GOOG - Uber CFO Brent Callinicos Steps Down, Memo Says http://t.co/PVoHiITW21"
1426870988,".@FTC blinked, gave $GOOG slap on hand for monopolistic business practices http://t.co/6X3hQuayvh #tech"
1425469895,The new Contacts manager from Google is pretty neat. The permanent problem of duplicates is now almost solved. $GOOG
1426793737,More details on $GOOG scoop: FTC staff wanted to file antitrust suit in three separate areas. Commission said no. http://t.co/g1iJbcEDJk
1425441645,I’ve lost $100′s on Uber b/c driver app doesn’t show traffic.Is $GOOG holding the feature hostage? Surprised/annoyed. http://t.co/sQN5fWnmFX
1426620064,.@google's Eric Schmidt not worried about #artificial #intelligence now #AI $GOOG http://t.co/7lYDzpxm4h http://t.co/dOiwwuLxdx
1426510990,.@satyanadella speaking right now to business community: we don't have an ad business on the side or just build devices $GOOG $AAPL
1425326758,"$GOOG Google Inc to offer wireless services in U.S.; launch Project Titan to provide ...: 
Google Inc to offer... http://t.co/t7ZjlNjOhx"
1426766406,"$GOOG Google Inc Places Age Restrictions On Content On Play Store: 
Google Inc Places Age Restrictions On Cont... http://t.co/kWFAYMR1lL"
1426732939,#GOOGLE 'C' : Patent Issued for Generating an Animated Preview of a Multi-Part... http://t.co/6vlSgpx9Vw $GOOG
1425930506,Great post on the vibrant app economy by @jeffreyatucker. Imagine education + healthcare unleashed: http://t.co/4D7fvqToz5  $AAPL $GOOG
1425238793,"$GOOG Samsung Looks to Outsmart Apple, Google on Mobile Payments: 
Samsung Looks to Outsmart Apple, Google on ... http://t.co/cuYiK9uIN7"
1426090650,Better late than never ! Google CFO waited to be 52 to leave $GOOG &amp; Mtn View to travel the World - http://t.co/Qs5apXGZ35
1426111090,A Single Google Project Loon Balloon Can Provide LTE Coverage To An Area The Size Of Rhode Island http://t.co/bb2Jjy1Snk $GOOG
1426160334,Take A Long-Term View - Cramer's Mad Money (3/11/15) http://t.co/2VTB7YxcIx $F #FORD #CARS $GOOG $GOOGL $T $VZ $UA $DIS $HYG
1425316267,$GOOG - PayPal to Buy Mobile Payments Firm Paydiant http://t.co/mgMgLboaDl
1426708270,How Google Trekker is helping map climate change - The Verge http://t.co/bvaJK9zkfJ #Google $GOOG $GOOGL http://t.co/H75Auqhkpi
1426512774,$GOOG - BlackBerry's John Chen Looks To Teach Haters About 'Network Externalities' http://t.co/SNm00l00Ly
1426835048,#GOOGLE 'C' : North East - by Google North East - by Google  http://t.co/ujatwlQWmC $GOOG
1425355752,"""doesn’t mean search results intended as medical advice"", still, a good $GOOG 1st step verifying healthcare results http://t.co/jBHhMyXBBN"
1426129629,"HERE maps reaches iOS and offers offline map navigation $NOK, $AAPL, $GOOG http://t.co/amMnogeBTi http://t.co/3vjWqgQGjy"
1426082009,"Let's see how this goes. RT @WSJ: Google opens first Google-branded store, in London: http://t.co/fjPFt0puiZ $GOOG http://t.co/NIFZERSzJN"
1426591916,$GOOG - Verizon Communications Inc. CFO Expects Wireless Cancellations to Increase http://t.co/ATwW5RXqKb
1426548368,"$GOOG - Will Retail Stores Make Google Inc. As ""Cool"" As Apple Inc.? http://t.co/0dloO32cVx"
1425315675,$GOOG - PayPal To Buy Mobile Payments Firm Paydiant http://t.co/i5Ae9ftSSa
1426112680,Google CFO's Touching Farewell Note Almost Redeems Google+ - Wired http://t.co/TyGZbFusAN #Google $GOOG $GOOGL http://t.co/4HTPmPVTcQ
1426606186,#GOOGLE 'C' : vanguardtech - DRAM Rowhammer Allows Hackers to Gain Kernel Priv... http://t.co/9B7BGY7q7Z $GOOG
1425897966,$GOOG - Wall Street Breakfast: Global Equities Head Lower; ECB Kicks Off QE http://t.co/9hbXPhIHxC
1425448659,".@ATT wants #connected homes and vehicles to better communicate #IoT #smart $T, $GOOG, $TRI,… http://t.co/CcsoIG78Wg http://t.co/YlrbmCidCv"
1425566866,I'll throw out a feet to fire guess that $GOOG/$GOOGL will start paying a dividend in 2019. Doesn't much chang... http://t.co/SSOydlBzG5
1426093546,The Lithium Battery War: America's Team In The Battle To Own The Future.  https://t.co/oe665tB68V $AAPL $TSLA $GOOG $LIT $ILHMF $TRRXF
1426465894,Sorry Google; These Marketers Actually Enjoy Being Evil - Forbes http://t.co/B7BdIJc9kG #Google $GOOG $GOOGL http://t.co/Z7vW6f6sXs
1426729928,Google adds naughty code scanning to Play Store - The Register http://t.co/XpnoqJ3fdy #Google $GOOG $GOOGL http://t.co/kkvo8UalmW
1426624235,"$GOOG Google Inc. vs. http://t.co/0EARaH0vhG: Who Will Win The ""Cold” Cloud Wars?: 
Google Inc. vs. ... http://t.co/gJrXxiXTxB"
1426770738,"TAG Heuer, Google $GOOG and Intel $INTC Team Up on Swiss Smartwatch $AAPL http://t.co/g0QvfjuTkF ~ via @AlertTrade"
1425995697,"$GOOG Rumors Suggest Verizon Communications Inc. Will Finally Release Google ...: 
Rumors Suggest Verizon Comm... http://t.co/HPz2RrSmRA"
1425346698,#GOOGLE 'C' : Silicon Valley no-poaching deal appears headed for approval  http://t.co/E2RbDBQfxY $GOOG
1425478919,"""Apple plans fix for new security bug"" #FreakAttack $GOOG will probably lag since carriers update at own pace. $AAPL http://t.co/Lh4XPp8qpB"
1426679826,$GOOG online stock traders get their trading information here - No Login Required -  http://t.co/aiAQHyvXG6
1426852062,$GOOG online stock traders get their trading information here - No Login Required -  http://t.co/aiAQHyvXG6
1425801655,"Bradley Cooper, Jennifer Lawrence's 'Serena' Streaming on Google Play,… http://t.co/AC0Ol8tWvR #Google $GOOG $GOOGL http://t.co/lGhR4htzuo"
1425559904,"Tech Rise Is Not A Bubble, But A Change In Leadership http://t.co/vpS8VVkveN $AAPL #APPLE $AMZN $DDD $F $FB $FSLR $GM $GOOG $GOOGL $JPM"
1426165037,Chinese Electric Vehicle Companies About To Boom http://t.co/cXqA8vLH24 $AAPL #APPLE $BYD $GM $GOOG $KNDI $NSANY $TM $TSLA
1425641056,"""Give your work meaning"" one of $GOOG ’s 10 things to transform your #team &amp; #workplace http://t.co/0s3aiAceDl via @AbhijitBhaduri #imd_bi"
1426620277,"$GOOG New Google Inc Algorithm Will Crack Down On Doorway Pages: 
New Google Inc Algorithm Will Crack Down On ... http://t.co/7fRAeP10wp"
1426607241,$GOOG online stock traders get their trading information here - No Login Required -  http://t.co/aiAQHyvXG6
1426063944,$GOOG online stock traders get their trading information here - No Login Required -  http://t.co/aiAQHyvXG6
1426029027,RT @WhatTheBit: here's the statement $GOOG gave the Financial Times on its CFO retiring http://t.co/ZQnDenKpon
1426106704,"$GOOG What Is Google Inc. Getting At With Its Wireless Service?: 
What Is Google Inc. Getting At With Its Wire... http://t.co/d6DaDbcB62"
1426838169,Vernal Equinox: New Google Doodle Celebrates First Day of Spring - TIME http://t.co/THQZsaXwBd #Google $GOOG $GOOGL http://t.co/4RqmOCyBVZ
1426293094,".@Microsoft #Cortana will be available on #iOS, @google @Android devices #mobile $AAPL, $GOOG, $MSFT, $TRI http://t.co/iKRdfTBD7j"
1426628021,"$GOOG Google X boss says company should have curbed Glass hype: 
Google X boss says company should have curbed... http://t.co/SJbXAwt6dG"
1425923679,"$GOOG Google Inc Could Face Higher Taxes In Russia: 
Google Inc Could Face Higher Taxes In Russia
Bidness ETC ... http://t.co/FnPc4vGLkZ"
1426664974,Google X exec: We need to fail faster - CNNMoney http://t.co/BupLUjP8SC #Google $GOOG $GOOGL http://t.co/kCNM8unQxo
1426541623,"$GOOG Cloud Computing, Digital Finance: Opportunities For Apple Inc. (AAPL), Google ...: 
Cloud Computing, Dig... http://t.co/oNgYed4RDR"
1425483539,How Wide Is Apple's iOS Revenue Moat? http://t.co/WlL4g2SeyV $GOOG #GOOGLE $GOOGL $AAPL
1426719485,$GOOG - Google's Self-Driving Cars Hit Regulatory Traffic http://t.co/UkUZWmBnSw
1425365173,"PR: .@SanDisk Intros Two Smartphone-friendly Flash Drives $SNDK, $AAPL, $GOOG, $MSFT http://t.co/jK8stWL5jg http://t.co/olnDJQyO2I"
1426487543,Google out to isolate 'unwanted software' - Columbus Dispatch http://t.co/ZYKMO2pdKX #Google $GOOG $GOOGL
1426760118,#GOOGLE 'C' : chief wants tech firm's 'self-drive cars' on roads within 5 yrs ... http://t.co/98X6KdDj5k $GOOG
1425398254,"[new] Startup links: late round financings, fintech security issues and useless business plans. http://t.co/upNPdtuXYh $FB $GOOG"
1426620066,.@google's Eric Schmidt not worried about #artificial #intelligence now #AI $GOOG http://t.co/YuG9cqbleT http://t.co/aUZv4BPvJd
1426861873,$GOOG - Microsoft Corporation Offers Free Windows 10 To Pirates: Crazy or Clever? http://t.co/8gN1NdJGMo
1425537981,#GOOGLE 'C' : OpenX Recognized in Pixalate Global Seller Trust Index for Real ... http://t.co/7tJs0KZ11O $GOOG
1425416719,RT @WSJ: Google confirms plan to offer wireless service: http://t.co/bXS7wtzVMG $GOOG #MWC15
1426444167,Google is planning an Ingress convention for later this year - The Verge http://t.co/eGIZe1dbHB #Google $GOOG $GOOGL http://t.co/5tYhw3px6A
1426855943,"[new] Podcast links: the Four Horsemen, the Creator's Code and community college challenges. http://t.co/p2vCu4i6iz $AMZN $AAPL $GOOG $FB"
1426859829,Google Builds a New Tablet for the Fight Against Ebola - Wired http://t.co/sFLau6if9j #Google $GOOG $GOOGL http://t.co/PlpjIETJYV
1426268424,Steve LeVine at #Google - The Powerhouse: Inside the Invention of a Battery to Save the World.  https://t.co/ScBnsKp4Ub $GOOG $AAPL $TSLA
1425590182,"$GOOG Google Inc Set To Collaborate With Huawei For Upcoming Nexus Phone: 
Google Inc Set To Collaborate With ... http://t.co/OmzpmpD3NC"
1426702865,RT @nvidia: Watch Google's Jeff Dean #GTC15 keynote  $GOOG $NVDA  http://t.co/cfxeSWbuoy http://t.co/lwAwsB9Lsa
1426797363,"Enjoy a good upset?  Go vote for $MSFT over $AAPL.  Or $FB over $GOOG.  It's your call, investor. https://t.co/iPsLfGq6UZ"
1426676632,$GOOG http://t.co/zzGEvirsQD Melchior: A Mechanical Robot Clock In Honor Of MB&amp;F's Anniversary http://t.co/97Qd6H0CLg
1426597016,$GOOG long bias 240min #SNIPER #TAS #MARKETPROFILE http://t.co/frSqwSYnHR http://t.co/gHg2HvTc2C
1425541451,#GOOGLE 'C' : Patent Issued for Training Scoring Models Optimized for Highly-R... http://t.co/cTCVEv1PiN $GOOG
1425346407,"Google: Tech, Telecom Must Work Together - Wall Street Journal http://t.co/njBtRHHjK7 #Google $GOOG $GOOGL http://t.co/4AMLYcNvsE"
1426586677,"$GOOG Facebook Inc (FB) Vs Google Inc (GOOGL): The Dynamics Of Making Money On ...: 
Facebook Inc (FB) Vs Goog... http://t.co/1lq5oL0JzW"
1425261184,$GOOG - Is Facebook Friend or Foe for Telecom Operators? http://t.co/vikyVAgFTz
1425479153,Mutual Funds Crushing Hedge Funds In 2015: Goldman Sachs http://t.co/yTnR996PnE $AIG $ACT $EMC $GOOG $FB http://t.co/DvUxSazDTY
1426103072,RT @TSTEnergy: Why Google Wants to Help You Generate Your Own Electricity $GOOG http://t.co/ibftL4xNMr http://t.co/aSsU9R01H3
1426291642,"#GOOGLE 'C' : owns the lionÂ&amp;rsquo;s share of SA online advertising space, mob... http://t.co/pB4t2yzC4D $GOOG"
1425606613,Google Wireless Plan Has One Catch - Wall Street Journal http://t.co/7WmbCi8jLM #Google $GOOG $GOOGL http://t.co/keXTyaMkks
1425267543,".@Google hit #AI breakthrough that could be huge for self-driving cars $GOOG, http://t.co/n15ZSdzlgX http://t.co/b0MLQITDN1"
1426730074,"$GOOG MARCH MADNESS: Facebook (FB) vs. Google (GOOGL): 
MARCH MADNESS: Facebook (FB) vs. Google (GOOGL)
Invest... http://t.co/sXWC5R8yne"
1426603490,"$GOOG Google Inc (GOOGL) considering Google Now open API: 
Google Inc (GOOGL) considering Google Now open API
... http://t.co/Ay3DnbqSwd"
1426537867,"$GOOG Google Inc (GOOGL) All Set To Test Internet Access To Remote Areas Via Solar ...: 
Google Inc (GOOGL) Al... http://t.co/M9T4Lbo68N"
1426281727,"Google CFO: ""In the end, life is wonderful, but nonetheless a series of trade offs."" http://t.co/nOqWXNJUGI $GOOG #CFO #life #work #balance"
1426159176,RT @SilviaAscarelli: The blueprint so you can follow Google's CFO into early retirement: http://t.co/sHpoAllw1l $GOOG http://t.co/N0Ksbndh0t
1426059956,G is a monopoly therefore: wonderful early than sucks RT @ZipperTheory: its amazg how horrible the chat client is $GOOG get ur act together
1425546860,$GOOG online stock traders get their trading information here - No Login Required -  http://t.co/aiAQHyemhw
1425362567,$GOOG online stock traders get their trading information here - No Login Required -  http://t.co/aiAQHyvXG6
1426578281,"Why companies like Google, Snapdeal &amp; Flipkart are interested in ad… http://t.co/tdjNXbUFwI #Google $GOOG $GOOGL http://t.co/4iQkV9Hi1G"
1425418207,Google's Efforts In Wireless Will Have Limited Financial Upside http://t.co/Bwzm9ohjIj $S $T $VZ $GOOG $GOOGL
1426198071,"$GOOG Google Inc (GOOGL) Sells its Devices on the Google Store following Apple Inc ...: 
Google Inc (GOOGL) Se... http://t.co/6xS9b8pPiD"
1425999465,"$GOOG Google Inc Counters Apple Inc. iPhone “Activation Lock” With “Device ...: 
Google Inc Counters Apple Inc... http://t.co/TZ9iFQhbCN"
1425978966,"$GOOG - The Philosopher Series, Part II: What Would Leonardo Da Vinci Invest In Today? http://t.co/S96YKfu81F"
1425914008,Gene Munster: Google Will Fall 3-5% If Apple Swaps Default Search Engine $AAPL $FB $GOOG http://t.co/SaZxaz4Uwf http://t.co/E9ZaIB6Vh3
1426774281,$GOOG - Will Microsoft Corporation's Windows 10 End Up Being a Subscription Service? http://t.co/gKqS9C3bUn
1425300287,"$GOOG Why Apple Inc. Pay Might Face Competition From Google Inc Wallet: 
Why Apple Inc. Pay Might Face Competi... http://t.co/YezCn58csZ"
1425917392,Google executive says it's possible to live to be 500 - Business Insider http://t.co/7WEOkdXrCi #Google $GOOG $GOOGL http://t.co/SoWuwO5TJF
1426777666,Here's the audio from @benzinga pre-market radio this morning. I come on at 34 minute mark https://t.co/DfrolQMM4w $AAPL $GOOG $TSLA $TCEHY
1426204654,"Meet the new @google Chromebook Pixel - 2560x1700 and USB Type-C $GOOG, $INTC http://t.co/Lq6nmEPzY5 http://t.co/nTKEm3JXZX"
1426078953,"$GOOG Google Inc (GOOGL) and Facebook Inc (FB) Valuation At The Mercy Of A Tech ...: 
Google Inc (GOOGL) and F... http://t.co/NUqp705aFd"
1425693308,Google's Android to Take On Facebook in Virtual Reality - Wall Street… http://t.co/vWpTkWikxd #Google $GOOG $GOOGL http://t.co/md5C6YzRM7
1425389722,How Google's New Wireless Service Will Change the Internet - Wired http://t.co/1Kz9bQDpKw #Google $GOOG $GOOGL http://t.co/gytNZ17XKe
1425368062,Here's Why Google's Stock Price Is Rising - DC Inno http://t.co/mKGiZkrcrn #Google $GOOG $GOOGL http://t.co/TedyNqjqKs
1425657680,"Google $GOOG Concerns 'Overblown', Says Citi; Target Raised to $682 on Valuation, Potential… http://t.co/kDd4uEruZy ~ via @AlertTrade"
1426093752,Google and Apple can change our industry overnight! https://t.co/vbUXeb7HZm #Lithium #EVs $AAPL $GOOG $TSLA $LIT $ILHMF $TRRXF
1426134430,What Is Google Inc. Getting At With Its Wireless Service? - Motley Fool http://t.co/azbeUMRT1S #Google $GOOG $GOOGL
1425982527,Former Google exec Lee confirmed to lead US patent office - Reuters http://t.co/ltb64NZcUX #Google $GOOG $GOOGL
1426693306,"A Media '#Pangea' Is Teaming Up Against Facebook, Google, Twitter &amp; LinkedIn $FB $GOOG $GOOGL $TWTR $LNKD http://t.co/hyvFAAMR7e"
1426640471,$GOOG $AAPL $TWTR Tuesday Recap - Update from Option Millionaires - Stock Options Chatroom Stocks fell early and r... http://t.co/AoadBZJSVG
1426004183,Will Developers Help Apple Watch Beat Google's Android Wear? - PC… http://t.co/SY58j6zBgD #Google $GOOG $GOOGL http://t.co/WXoLSxrmVY
1425429753,$GOOG (Google Inc) Climbed past 2%. Will Google Inc Entry Into Wireless Affect Its Nexus Relatio:  http://t.co/XX7mC3Ca6D
1425409147,What If Google Loses Its Default Search Engine Status On Apple Devices? $AAPL $GOOG $GOOGL $YHOO $MSFT http://t.co/z1UOqaFx9O
1425758318,Anti-science advocates are freaking out about Google truth rankings -… http://t.co/aFYu0xn8fw #Google $GOOG $GOOGL http://t.co/MOBnKr0JUo
1426791819,"$GOOG Google Inc (GOOG) Working On New Drone After Initial Design Fails: 
Google Inc (GOOG) Working On New Dro... http://t.co/gDtJORYcar"
1426083015,"$GOOG Buzz Stocks: Express Inc., Google Inc., and American Realty Capital Properties ...: 
Buzz Stocks: Expres... http://t.co/oFFCNBK7ab"
1426816538,Google Feud is Family Feud with Google Autocomplete - IGN http://t.co/GgvJtCJWLt #Google $GOOG $GOOGL http://t.co/bsSPw6ldIA
1425997662,"Nasdaq 5000: 3 Undervalued Tech Stocks to Buy Now $AAPL, $GOOG, $GOOGL, $PCLN: http://t.co/1oAwvrEXbR"
1426117247,RT @mitchjoel: Big mobile news happening now - Google On Verge Of Buying InMobi For $1 Billion  $GOOG http://t.co/dsifPdeHE6
1425661084,"$GOOG Google Inc Offering Auto Insurance Comparisons: 
Google Inc Offering Auto Insurance Comparisons
Bidness ... http://t.co/4pPj7cITs8"
1425333033,Hmm. -- Google confirms plan to offer wireless service $GOOG http://t.co/YZVQxIwQnq via @WSJ
1425738975,$GOOG online stock traders get their trading information here - No Login Required -  http://t.co/aiAQHyemhw
1426852100,"$GOOG really? $AMZN $TRIP ""In discussing one of the issues the FTC staff wanted to sue over, the report said the ... http://t.co/ug0hx0fkip"
1426118502,$GOOG - Himax Technologiess: A Top Augmented Reality/Virtual Reality Play http://t.co/ifWJyQjb4G
1425780050,Google's New Cocktail Recipes Are Terrible—But You Can Help Make Them… http://t.co/DQoobPlBeL #Google $GOOG $GOOGL http://t.co/Ev1IuV6uLG
1425676454,"$GOOG Getting Past Google's High P/E Ratio: 
Getting Past Google's High P/E Ratio
Seeking Alpha (registration)... http://t.co/TTRFlH9OcD"
1426455185,Investing in the smart home boom: http://t.co/GclHcjxisx $GOOG $LGEPF $AAPL $MSFT #iot #technology http://t.co/DcKNYDw9Dp
1426226975,"Google Fiber's customer numbers remain small, analyst says - Kansas… http://t.co/Ash2tBTlR3 #Google $GOOG $GOOGL http://t.co/k56Yy7C66r"
1426513614,"$GOOG Is Google Stock a Better Buy Than Apple Inc. Today?: 
Is Google Stock a Better Buy Than Apple Inc. Today... http://t.co/swpkB3XYNS"
1425644217,"$GOOG - What's In Store For Stocks, Bonds, Gold, Real Estate And The Greenback? http://t.co/IBht81hZPI"
1425227861,Buy $GOOG MT @WSJD: Photos: Google's new headquarters include an indoor running track http://t.co/9u2Z5kwevu http://t.co/vtMITF70YU
1426250818,Google's PT raised by Cowen and Company to $681.00. outperform rating. http://t.co/BeOMsLXli1 $GOOG #GOOG
1425367017,"$GOOG - Apple Loss To The Smartflash Patent Troll Has Implications For Others, Including http://t.co/EGZlQ5bw5W http://t.co/wuCmQ7O4ii"
1426719721,Investing in the smart home boom: http://t.co/XEF6vNrt2n $GOOG $LGEPF $AAPL $MSFT #iot #technology http://t.co/6TzPJAicRF
1425973487,$GOOG online stock traders get their trading information here - No Login Required -  http://t.co/131sjHM0jD
1425851022,"Automakers Look in the Mirror, See #Apple , #Google Coming Up Fast $AAPL $GOOG - http://t.co/rNGo5Sm4qx http://t.co/5jH9gdbpKz"
1425407069,Google Investors Shouldn't Expect Much From Its Wireless Phone Plans http://t.co/waOnObjoHk $S $TMUS $T $VZ $GOOG $GOOGL
1425285306,"#Android dominates #iOS with 81.5% of global smartphone OS market $AAPL, $GOOG, $FB, $TWTR http://t.co/TyBT91k67p http://t.co/Bpu4HShd7n"
1426192928,Investing in the smart home boom: http://t.co/pYzraphmvF $GOOG $LGEPF $AAPL $MSFT #iot #technology http://t.co/qYbhKGAj1s
1425645994,$GOOG - It's All About Execution - Cramer's Mad Money (3/5/15) http://t.co/87FdDAfuY0
1425438965,$GOOG - Google's (GOOG) Management on Morgan Stanley Technology Media and Telecom Conference Call Transcript http://t.co/2eEAdF1TUg
1426270033,SHORT Seller Alert $GOOG - GOOGLE INC CL C #ShortSeller #Stocks ~ via #AlertTrade
1426486188,$GOOG online stock traders get their trading information here - No Login Required -  http://t.co/131sjHM0jD
1425498009,$GOOG - Silicon Valley Wage Settlement Gets Tentative OK--Update http://t.co/tNwy2ZTSle
1425330268,"$GOOG Google Inc (GOOGL) Updates Flight Shopping Features: 
Google Inc (GOOGL) Updates Flight Shopping Feature... http://t.co/bYbhFHLg4p"
1426069205,Google in initial talks to buy Indian startup InMobi: source - Reuters http://t.co/ChKPZhT7Yf #Google $GOOG $GOOGL
1426760911,$GOOG online stock traders get their trading information here - No Login Required -  http://t.co/131sjHuoV3
1426027325,"$GOOG: Google discloses that on March 4, 2015, CFO Patrick Pichette informed of his intent to retire http://t.co/7A9oEiWFLb"
1425274092,Skyhook patent cases vs. Google head to trial - Boston Globe… http://t.co/UWAPFuErrP #Google $GOOG $GOOGL http://t.co/D7ZE1wH21D
1425394124,RT @OpenOutcrier: $TWTR RUmor $GOOG to acquire 30% stake for $65/sh UNCONFIRMED CHATTER
1426378966,Samsung Pay vs. Google Wallet vs. Apple Pay: Drawing the Battle Lines - Motley Fool http://t.co/4AKUxS83qT #Google $GOOG $GOOGL
1425361026,".@Samsungtweets's #GalaxyS6 is demolishing the competition in early benchmarks $QCOM, $GOOG, http://t.co/5jFvHicN33 http://t.co/9Fvik96JbG"
1426704640,"Best Deep Learning Visual Recognition for Jan, Feb and Mar 2015: $BIDU, $MSFT, $GOOG (Jeff Dean @ #GTC15)"
1425327171,Google confirms coming wireless phone service http://t.co/b5Y1VdDQaN $GOOG $T $VZ $TMUS
1425485434,$MSFT $AAPL $GOOG boosted accumulated foreign profits not subject to US tax by over 20% in 2014 http://t.co/oOW3NhXcD9 ht @joshuatopolsky
1426238051,"$AAPL $GOOG $MSFT Worldwide tablet growth hits brakes, slowing to low single digits in the years ahead, says IDC http://t.co/eBPrqSicV2"
1425278215,"Water buffalo lugging gear. Who pays? Facebook, Google telecoms face off. $FB $GOOG http://t.co/yQH1Pro2kD"
1425574585,"$GOOG Will Google Inc (GOOGL)'s Wireless Business Pressure Verizon ...: 
Will Google Inc (GOOGL)'s Wireless Bu... http://t.co/FG8manomSu"
1425484917,"$GOOG Apple Inc, Google Inc develop fixes for 'Freak' security bug that allows ...: 
Apple Inc, Google Inc dev... http://t.co/hkIvs5h8va"
1425311938,"$GOOG Google Inc, Marvell Team up To Advance Project ARA: 
Google Inc, Marvell Team up To Advance Project ARA
... http://t.co/VpireyT8zB"
1425324015,NEW POST: An Up-Close Look at a Position  http://t.co/gGSKE3wu7N $CRTO $GOOG $GOOGL $IWM $TSLA
